age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
21,F,D,0,0,,0,1,5,4,U,1,5,0,0,0,0,5,5,88,87,89,95
22,M,D,0,1,4,0,1,4,2,U,3,4,0,0,0,0,4,5,87,76,98,93
23,F,D,0,0,5,0,1,5,5,R,2,5,0,0,0,0,5,5,86,65,97,95
23,M,H,1,1,5,0,1,5,5,U,5,4,0,0,0,0,6,5,86,54,89,95
21,F,D,0,0,4,0,1,4,4,U,5,2,1,1,1,1,5,4,83,43,96,90
22,M,H,0,1,3,0,1,5,2,U,2,5,0,0,3,0,4,5,83,32,98,90
22,F,D,1,0,3,0,1,5,3,U,3,4,1,1,2,0,5,4,85,76,98,93
21,M,H,1,1,4,0,1,4,5,U,2,2,0,1,1,1,4,3,85,76,98,93
20,F,D,0,1,3,0,1,5,4,R,1,1,0,1,2,1,5,2,86,45,95,97
23,M,H,1,1,4,0,0,4,5,U,4,0,1,0,0,0,4,4,83,34,96,95
22,F,D,0,0,4,1,1,4,5,U,5,0,0,0,0,1,5,5,85,78,98,94
21,M,H,1,0,4,1,0,4,5,R,1,5,0,0,0,0,6,4,86,98,98,91
20,F,D,0,0,5,1,1,5,5,U,2,5,0,0,0,1,6,4,92,87,98,96
20,M,H,1,1,5,1,1,5,4,U,3,4,1,0,0,0,5,5,54,76,98,65
21,F,D,1,0,4,0,1,4,2,U,5,5,0,0,0,1,5,4,65,65,96,65
23,M,D,1,1,6,1,1,5,3,R,2,2,1,0,0,0,4,5,87,43,96,64
22,F,H,0,0,6,0,1,5,5,R,1,1,0,0,0,0,5,4,54,32,94,86
22,M,D,0,0,5,1,1,4,4,U,4,5,1,0,0,1,5,5,78,45,98,87
21,F,H,0,0,4,0,1,5,5,R,2,5,0,0,0,0,4,3,71,56,95,85
20,M,D,1,0,6,0,0,5,2,R,1,2,1,0,0,1,5,2,72,67,96,84
23,F,H,1,0,8,0,0,5,4,U,4,5,0,0,0,0,4,5,56,78,96,87
20,M,D,0,1,8,0,1,5,2,R,2,1,1,0,0,1,5,4,65,89,96,86
20,F,H,0,1,5,1,0,5,5,U,1,5,0,0,0,0,4,5,69,90,95,87
21,M,H,0,1,4,1,1,5,4,U,4,2,0,0,0,1,5,4,68,99,96,54
22,F,D,1,0,2,1,0,5,2,U,2,5,0,0,0,0,4,5,67,88,96,87
23,M,H,1,1,1,0,1,4,5,U,1,2,0,0,0,1,5,4,65,77,96,86
21,F,D,0,1,4,0,0,4,5,U,4,5,0,0,0,0,4,5,88,66,94,86
20,M,H,0,1,4,1,1,4,4,R,2,5,0,0,0,1,5,4,89,55,95,54
21,F,D,0,1,6,1,0,4,2,R,5,5,0,0,0,1,4,5,88,44,95,58
23,M,H,1,1,5,0,10,1,5,R,3,5,0,0,0,1,5,4,79,33,95,86
24,F,H,1,1,6,1,1,4,4,R,5,5,0,0,0,1,4,5,59,34,98,64
24,M,D,0,1,4,0,0,1,2,R,5,5,0,0,0,0,5,4,89,88,96,65
24,F,D,1,1,2,1,1,3,5,R,4,5,0,0,0,1,4,5,97,76,56,95
20,M,D,0,1,1,0,0,3,5,R,4,5,0,0,0,0,6,4,87,78,54,96
21,F,D,1,1,2,1,1,3,5,U,5,5,0,0,1,1,6,5,86,89,55,65
23,M,D,0,1,3,0,0,3,3,U,5,5,0,0,1,0,5,4,83,76,96,87
21,F,D,1,1,5,1,1,2,5,U,4,4,0,0,1,1,6,4,86,65,98,85
18,M,H,0,1,5,0,1,4,4,R,5,4,0,0,1,0,5,5,82,58,93,82
19,F,H,1,1,5,1,0,2,2,U,4,4,1,0,1,1,5,4,84,69,92,65
20,M,H,0,1,4,0,1,5,3,U,5,4,0,0,1,0,5,3,88,79,91,86
23,F,H,0,1,2,1,1,4,5,U,4,5,0,0,0,0,4,5,98,80,91,84
25,M,H,1,1,3,0,1,4,2,U,5,5,0,0,0,0,5,5,85,90,92,87
23,F,H,0,1,6,1,1,4,5,T,4,2,0,0,0,1,6,4,84,69,92,86
21,M,D,0,1,5,0,1,5,2,U,1,2,0,0,1,0,4,4,81,60,91,87
20,F,H,0,1,4,1,1,5,5,U,1,2,0,0,1,0,4,5,56,78,92,89
22,M,D,0,1,5,0,1,5,4,U,2,2,0,0,2,1,4,4,89,70,92,86
20,F,D,1,1,4,0,1,4,4,U,4,4,1,1,0,0,4,4,85,92,87,95
21,F,H,0,1,4,0,0,3,4,U,4,3,1,0,0,0,5,5,80,79,79,77
20,M,H,1,1,6,0,0,4,5,U,3,1,1,0,0,0,4,5,69.6,67.5,68.3,81
20,F,D,1,1,12,0,1,4,4,U,5,5,1,1,0,1,5,5,80,88,85,92
21,M,D,0,1,2,0,0,2,4,U,5,4,1,0,0,0,4,5,91,89,90.6,80
21,M,D,0,1,3,1,0,3,4,U,2,2,1,0,0,1,5,5,94,74,94,94
21,F,D,0,1,2,1,0,3,3,R,4,4,1,1,0,0,5,5,86,84,83,80
22,M,H,1,1,8,0,1,3,5,R,4,4,1,1,0,0,5,5,80,75,80,85
22,M,H,0,1,18,0,0,3,5,U,3,2,1,0,0,0,14,5,78.5,79,80,81
20,M,D,1,1,8,0,1,5,5,R,3,1,0,0,0,0,4,5,98,99,84,95
20,M,D,1,1,2,0,0,3,3,U,5,1,1,0,0,0,11,5,60,64,74,80
20,F,H,0,1,2,0,0,3,3,U,5,4,1,0,0,0,4,5,90,75,75,86
20,F,H,1,1,6,0,1,4,4,U,4,4,1,0,0,0,4,4,89,86,77,80
21,F,H,1,1,5,0,0,4,4,U,4,3,1,0,0,0,6,5,92,81,80,79
20,F,H,1,1,5,0,0,5,4,U,5,5,1,0,0,0,4,5,93,85,82,81
20,M,D,0,1,3,1,0,3,4,U,3,3,1,0,0,0,4,5,85.8,84.2,83.2,89
21,M,D,0,1,2,0,1,4,5,U,5,5,1,0,0,0,4,5,77,78,80,85
20,M,H,0,1,1,0,0,4,5,U,3,3,1,0,0,0,5,5,66,44,56,60
20,M,D,1,1,18,1,0,3,4,R,2,2,1,0,0,0,4,5,94.6,96.4,80,80
20,M,H,1,1,6,0,1,1,4,R,4,2,0,0,0,0,10,4,95,95,95,95
20,F,H,1,1,3,0,1,4,5,U,5,5,1,0,0,0,4,5,75,80,85,85
16,F,D,1,1,6,0,1,5,1,U,5,2,0,0,0,1,5,5,89.8,94.8,79.8,90
21,F,D,0,1,3,0,0,2,4,U,5,5,1,0,0,0,3,3,79,83,81,80
19,M,H,1,1,9,0,1,5,5,R,5,5,1,0,0,1,5,5,78,79,80,81
20,F,H,0,1,4,0,0,1,3,R,5,4,1,0,0,0,4,5,84.6,80.6,82.3,83.6
22,F,D,1,1,3,0,1,2,4,U,5,5,1,0,0,1,4,2,72,79,69,80
23,M,D,1,1,3,0,0,3,4,U,4,4,1,1,0,0,4,5,79,78,67,78
25,M,H,1,1,4,1,0,3,3,R,3,2,0,0,0,1,8,3,86,82,81,88
20,F,D,1,1,3,0,0,3,3,U,5,5,1,0,0,0,5,5,78,80,85,87
20,M,D,0,1,4,0,1,2,4,R,3,2,0,0,0,0,4,5,92,85,93,94
17,F,D,0,0,2,1,0,2,4,R,3,1,1,0,0,0,4,4,62.4,55,60,65
16,M,D,1,1,8,0,1,5,4,U,5,5,1,0,0,1,4,5,89,88.7,85,87
16,M,H,1,1,7,1,0,4,4,R,4,3,1,0,0,1,3,5,76,85,80.2,81
19,F,D,1,1,4,0,0,5,5,U,5,4,1,1,0,1,3,5,92,92,89,95
19,M,D,1,1,6,0,1,5,4,U,4,4,1,0,0,0,5,5,89,87.8,89,89
18,M,D,0,1,4,1,0,5,5,U,5,5,1,1,0,0,3,3,76,72,77,78
20,F,H,0,1,3,1,1,4,5,U,5,5,1,0,0,1,5,3,87,92,88.8,90
21,F,H,1,1,3,1,1,4,5,R,3,1,0,0,0,1,4,4,67,75,77,78
22,F,D,0,1,5,0,1,4,4,U,4,3,1,1,0,1,7,4,78,78,79.5,84
21,M,H,0,1,5,0,1,3,4,R,4,2,1,0,0,0,4,4,64.8,66,75,72
16,M,D,0,1,7,0,1,5,3,U,4,4,1,1,0,0,4,4,88,78,82,85
23,F,H,1,1,4,0,0,3,4,U,4,4,1,1,0,0,4,4,97,99,92,94
21,F,H,1,1,5,1,0,3,4,U,5,5,1,1,0,0,5,4,56,67,55,68
21,M,D,1,1,3,1,0,5,4,U,4,5,1,0,0,1,3,4,76,69,70.9,75
21,M,D,1,1,2,1,1,5,5,U,4,5,1,0,0,1,4,5,98,99,97.8,99
21,M,D,1,1,5,1,1,5,5,U,5,5,1,1,1,1,3,4,60.6,65,59.3,62
21,F,D,1,1,3,0,1,4,5,U,4,4,1,1,0,0,4,5,89,87,88.8,90
20,M,H,1,1,6,1,1,3,5,R,3,1,1,0,0,0,4,2,52.7,62,62.2,59
19,M,D,0,0,1,1,0,2,2,R,1,1,0,0,0,0,4,5,47.8,50.3,48.8,52
18,M,D,0,1,3,0,0,5,5,U,3,4,1,1,0,0,4,5,98,97.7,98,98
19,F,D,1,1,5,1,0,4,5,U,3,4,1,1,0,0,4,4,79.6,79.8,82,82
21,M,H,0,1,3,1,0,4,3,U,3,4,1,1,1,0,5,4,87,86.3,88.8,87
22,M,H,1,1,5,1,1,4,4,U,5,4,1,0,0,0,6,4,87.7,89,92,91
20,F,H,1,1,5,1,1,4,5,U,5,4,1,0,0,1,3,5,82,90.2,92.4,92
20,M,H,1,1,5,1,0,5,4,R,3,3,1,0,0,1,5,5,89.9,88,96,92
20,F,H,1,1,3,1,0,3,5,U,5,5,1,1,0,1,4,5,78.6,38.9,67.7,65
18,M,D,0,1,8,1,0,5,4,R,4,5,1,0,0,0,4,5,87,67,77.7,76
19,F,D,0,1,3,0,1,4,3,U,4,5,1,0,0,0,6,5,98,89,92,96
19,F,D,1,1,3,0,1,5,5,U,4,4,1,0,0,1,4,5,89,76,99,95
20,F,D,0,1,3,0,0,2,4,R,3,2,1,0,0,1,3,3,89,87,84.4,92
20,F,D,0,1,7,0,1,3,4,R,3,3,1,0,0,1,4,4,98,65,96,93
20,F,D,1,1,2,1,0,4,4,R,4,4,1,0,0,0,4,5,76,78,88,85
21,M,D,1,1,4,1,1,5,5,U,5,4,1,1,0,1,4,5,56,67.8,70.2,75
21,M,H,1,1,3,0,1,4,3,R,4,5,1,0,0,1,4,5,99.3,97.6,98,95
21,M,H,1,1,8,1,1,3,5,U,4,4,1,0,0,1,4,5,87,80,83,82
23,F,H,1,1,10,1,0,5,3,U,5,4,1,1,0,0,5,4,98,97.6,99.2,99
24,M,D,0,1,3,0,0,4,5,R,3,2,1,0,0,0,3,3,78,67,89,75
22,F,D,0,1,3,0,1,4,4,R,4,2,1,0,0,0,5,4,77,66,69,75
22,M,D,1,1,5,1,1,4,4,U,5,5,1,1,0,0,5,4,60,80,76,79
21,M,H,0,1,2,0,1,5,5,U,5,4,1,1,0,0,3,4,76,75,80,77
18,F,D,1,0,2,1,0,2,3,U,4,4,0,1,1,1,4,4,58.28,55.97,60.25,63.06
17,F,D,0,1,2,0,0,4,3,U,1,1,0,1,1,0,5,5,76.79,78.56,81.57,82.79
15,F,D,1,1,2,1,0,1,3,U,1,1,0,1,2,1,3,4,70.36,74.38,78.95,78.77
15,F,D,1,1,3,0,1,3,5,U,4,2,1,1,1,0,4,3,73.05,74.08,77.72,77.63
16,F,D,1,0,2,0,0,3,5,U,3,3,1,1,1,0,4,4,67,75,65,78
16,M,D,1,1,2,0,1,3,5,U,4,3,1,1,1,0,2,5,86,84,87,85
16,M,H,1,1,2,0,0,1,3,U,2,2,1,1,1,0,3,4,76,69,72,74
17,F,D,1,0,2,1,0,5,1,U,4,4,1,1,1,1,6,4,87,92,91,87
15,M,D,0,1,2,0,0,4,1,U,3,2,1,1,1,0,3,4,67,75,65,78
15,M,D,0,1,2,0,1,5,5,U,3,4,1,1,1,0,4,5,76.79,81.21,81.97,84.71
15,F,D,0,1,2,0,0,5,2,U,4,4,1,1,1,0,5,3,91,90,55,97
15,F,D,0,1,3,0,1,4,4,U,2,1,1,1,1,0,4,5,38,67,78,93
15,M,D,0,1,1,0,1,5,5,U,4,4,1,1,1,0,3,4,81,77,79,80
15,M,H,1,1,2,0,0,3,3,U,4,3,1,1,1,0,4,5,73,71.2,72,83
15,M,D,0,1,3,0,0,5,3,U,2,2,1,1,1,0,4,4,89,92,81,93
16,F,D,0,1,1,0,0,4,2,U,4,4,1,1,1,0,4,4,72,71,69,76
16,F,D,1,1,3,0,1,5,2,U,4,4,1,1,1,0,4,3,54,65,89,97
16,F,D,0,0,2,1,1,3,4,U,3,3,1,1,1,1,4,5,89,92,81,93
17,M,D,0,1,1,0,1,4,5,U,3,2,1,1,2,0,5,5,86,89,77,97
16,M,D,0,1,1,0,1,2,5,U,4,3,1,1,1,0,3,3,85,80,75,82
15,M,D,0,1,2,0,0,2,1,U,4,3,1,1,1,0,5,4,72,76,71,72
15,M,D,0,1,1,0,0,3,5,U,4,4,1,1,1,0,4,5,74,77,74,76
16,M,D,0,1,2,0,1,1,5,U,4,2,1,1,1,0,3,4,82,80,80,80
16,M,H,0,1,2,0,1,3,5,U,2,2,1,1,2,0,3,5,87,78,98,92
15,F,H,0,1,3,1,1,3,5,R,2,4,1,1,1,1,4,4,57,63,68,65
16,F,D,0,1,1,0,0,3,5,U,2,2,1,1,1,0,5,1,74,77,74,76
15,M,D,1,1,1,0,0,5,5,U,2,2,1,1,1,0,6,4,93,74,78,98
15,M,D,0,1,1,0,0,2,1,U,4,2,1,1,2,0,5,2,50,79,60,90
16,M,D,1,1,2,1,1,5,5,U,3,4,1,1,1,1,3,5,87,90,81,87
16,M,D,0,1,2,0,1,4,5,U,4,4,1,1,5,0,4,4,86,89,80,89
15,M,D,1,1,2,0,0,3,5,U,4,4,1,1,3,0,4,5,88,91,79,91
15,M,D,0,1,2,0,1,5,5,U,4,4,1,1,1,0,6,4,82,80,80,80
15,M,H,1,1,2,0,1,4,5,R,4,3,1,0,1,0,4,4,87,90,88,87
15,M,D,0,1,2,0,1,2,2,U,3,3,1,1,1,0,3,5,94,80,96,78
16,M,D,1,1,1,0,0,3,5,U,3,2,1,1,1,0,4,5,86,75,92,78
15,F,D,0,0,1,0,1,3,5,U,2,3,1,1,1,0,5,3,76,80,83,80
15,M,D,1,1,3,0,1,3,4,U,4,3,1,1,1,0,3,5,89,92,81,93
16,M,H,1,1,3,0,1,3,5,R,4,4,1,1,1,0,6,2,86,89,77,97
15,F,H,1,1,3,1,1,3,5,R,3,4,1,1,1,1,4,4,34,82,95,75
15,F,H,1,0,1,1,1,4,2,R,2,2,0,1,1,1,4,4,65,83,91,75
16,F,D,1,1,2,0,1,4,3,U,2,2,1,1,1,0,2,3,94,80,96,78
15,M,D,1,1,1,0,0,4,5,U,4,4,1,1,2,0,1,5,86,75,92,78
15,M,D,0,1,2,0,1,5,5,U,4,4,1,1,1,0,4,4,88,76,91,90
15,M,H,0,1,1,1,0,5,1,U,2,2,1,1,1,1,4,5,50,79,60,90
16,F,D,0,1,2,1,1,1,5,U,2,2,1,0,2,1,3,4,50,74,64,90
15,F,D,0,1,2,1,1,5,5,U,4,3,1,1,1,1,3,5,50,97,63,50
16,F,D,0,1,2,0,0,5,3,U,3,3,1,1,1,0,3,2,95,92,90,93
16,M,D,1,1,4,0,1,1,2,U,4,3,1,1,1,0,6,4,77,75,70,73
15,M,D,1,0,2,0,0,4,5,U,4,2,1,1,2,0,5,4,79,77,79,76
15,F,H,1,1,2,1,1,4,3,U,4,4,1,1,1,1,4,4,92,93,95,92
16,F,D,1,1,2,0,0,4,4,U,2,2,1,1,2,0,2,4,51,68,81,61
15,F,D,0,1,2,0,0,4,5,U,4,2,1,1,1,0,2,4,60,49,68,66
15,M,D,0,0,1,0,0,1,5,U,4,2,1,1,3,0,6,5,56,73,49,88
15,F,H,1,1,1,1,0,3,5,U,4,4,1,1,2,1,6,3,42,69,73,53
15,F,D,1,1,1,0,0,2,1,U,3,3,1,1,4,0,1,5,50,77,61,71
16,F,D,1,1,2,0,1,2,2,U,2,1,1,1,1,0,5,5,89,87,96,94
15,F,D,0,1,2,0,1,5,1,U,4,3,1,1,1,0,5,4,98,65,96,93
15,M,D,1,0,2,0,1,5,5,U,4,4,1,1,1,0,5,3,98,40,88,92
15,M,D,0,1,2,1,1,5,5,U,1,2,1,0,1,1,1,4,58,36,78,91
16,F,H,1,1,2,0,0,3,5,U,4,2,1,1,1,0,4,4,99,59,89,95
16,F,H,1,0,2,0,1,3,4,R,4,4,1,1,2,0,4,2,97,72,56,98
16,F,D,0,1,1,1,1,3,5,U,1,1,1,1,5,1,4,5,78,81,65,98
16,F,D,0,1,2,1,1,1,1,U,1,2,1,1,1,1,2,4,56,94,99,99
16,F,D,1,1,3,1,1,3,4,U,4,3,1,1,2,1,5,3,88,82,89,96
15,F,D,1,1,2,1,1,1,2,U,4,3,1,1,2,1,3,4,88,76,33,95
16,F,D,1,1,2,0,1,4,1,U,4,3,1,1,1,0,3,5,89,55,95,54
15,M,D,0,1,4,0,1,4,3,U,4,4,1,1,5,0,6,1,88,44,95,58
16,F,D,0,1,4,1,0,4,5,U,3,1,1,1,1,1,6,4,79,33,95,86
15,F,H,1,1,2,1,0,4,4,R,2,2,1,1,1,1,3,4,59,34,98,64
15,F,H,0,1,4,0,0,5,3,R,3,1,1,1,2,0,3,4,89,88,96,65
16,M,D,1,1,4,0,0,5,5,U,3,1,1,1,1,0,6,4,97,76,56,95
15,M,D,0,1,4,0,0,2,3,U,4,2,1,1,1,0,6,3,92,92,89,88
15,F,H,1,1,2,1,0,4,5,R,1,1,1,1,2,1,4,3,59,57,52,56
16,M,D,0,0,1,0,1,1,5,U,3,1,1,1,2,0,4,5,82,82,81,80
16,F,D,1,1,2,1,1,4,5,U,3,3,1,1,2,1,4,4,94,95,95,93
15,M,D,1,1,2,0,1,4,5,U,4,3,1,1,2,0,4,4,82,85,83,84
15,M,D,1,1,4,0,1,1,1,U,4,0,1,1,1,0,4,3,91,91,92,90
16,F,H,1,1,4,0,0,2,3,U,2,2,1,1,1,0,4,5,73,71,72,73
17,M,D,1,1,1,1,1,5,3,U,2,1,1,1,1,1,4,4,83,79,74,77
16,F,D,1,1,2,0,0,5,3,U,3,4,0,1,1,0,4,2,98,97,96,94
15,M,D,1,1,1,1,1,5,3,U,2,3,1,1,1,1,5,3,78,87,83,81
15,M,D,1,1,3,1,0,2,5,U,2,3,1,1,1,1,5,5,87,83,75,84
15,F,D,1,1,2,0,0,4,5,U,3,2,1,1,1,0,3,4,76,80,82,82
15,M,D,1,1,2,0,1,1,4,U,2,2,1,1,1,0,3,5,45,54,57,50
15,F,D,0,1,2,0,1,4,4,U,1,1,1,1,2,0,4,4,77,82,81,79
15,F,D,0,1,2,0,0,3,5,U,4,4,1,1,2,0,4,4,76,80,83,80
16,F,D,0,0,2,0,0,4,2,U,2,2,0,1,1,0,3,4,57,63,68,65
15,F,D,0,1,3,0,1,4,1,U,4,2,1,1,1,0,6,5,87,90,83,88
16,M,H,0,1,2,0,1,2,3,U,2,2,1,1,1,0,5,4,91,94,88,89
16,M,D,,0,2,0,0,3,5,U,4,4,1,1,3,0,2,4,77,84,89,88
16,F,D,1,1,3,0,0,3,4,U,3,3,1,1,1,0,5,4,78,86,90,89
15,F,D,1,1,1,0,1,2,1,U,4,3,1,1,1,0,4,4,79,97,91,93
16,F,D,1,0,2,1,0,3,2,U,3,1,1,1,2,1,3,3,80,92,92,90
16,F,D,1,1,2,0,1,3,1,U,4,2,1,1,1,0,6,5,81,83,93,88
15,M,D,0,1,4,0,1,3,4,U,2,2,1,1,1,0,3,4,82,90,94,90
15,F,H,0,1,4,1,1,5,1,R,1,1,0,1,1,1,5,3,88,100,94,92
16,M,H,0,1,1,1,1,5,4,R,4,3,1,1,1,1,5,3,89,87,88,85
16,F,D,0,0,2,0,0,5,5,U,2,1,1,1,1,0,4,4,90,80,89,85
16,F,D,1,1,1,0,1,2,1,U,4,4,1,1,1,1,4,5,91,92,88,87
16,F,D,0,1,3,1,0,5,3,U,4,3,1,0,1,0,4,5,80,92,92,90
19,F,D,1,3,5,2,1,4,3,U,4,5,1,0,0,0,4,3,75,86,87,88
22,M,D,2,2,1,1,3,3,5,U,2,2,1,1,0,1,4,5,76,89,88,89
21,M,H,3,1,4,0,2,5,3,U,4,2,1,0,1,0,3,4,77,97,89,93
20,M,D,1,1,6,0,4,4,4,U,3,2,1,1,0,1,5,3,78,84,90,91
18,F,D,2,1,2,1,3,3,5,R,5,3,0,1,2,0,4,4,79,83,91,90
19,M,H,2,0,7,0,0,4,4,U,4,4,1,0,0,2,4,5,80,82,92,90
20,M,D,1,3,7,1,2,5,3,U,3,2,1,0,0,1,4,5,81,88,93,89
21,M,D,0,3,3,2,4,5,4,U,2,3,1,0,3,1,4,5,82,92,94,89
20,F,D,1,3,1,2,1,5,5,U,5,2,1,1,0,0,4,3,83,93,95,92
22,F,D,2,2,2,0,0,4,3,U,3,4,1,0,1,1,5,3,84,87,96,93
21,M,H,0,0,0,2,3,4,3,R,4,2,1,0,0,2,3,4,85,98,97,96
18,M,H,3,0,4,0,4,3,3,U,2,2,1,1,0,1,3,5,86,81,98,94
19,F,D,2,0,6,0,1,4,3,U,4,2,1,0,2,2,3,5,87,95,99,93
20,M,D,0,2,6,1,0,3,5,U,5,2,1,1,3,1,4,3,88,96,100,95
21,F,D,1,1,2,1,4,5,4,U,4,4,1,0,0,1,3,4,89,94,88,92
20,F,H,1,0,4,1,3,4,4,U,5,4,1,1,0,0,5,4,90,91,89,89
19,F,D,3,3,3,0,0,3,3,R,4,2,1,0,0,1,4,3,91,85,90,89
22,M,D,0,1,0,0,4,3,4,U,3,4,1,0,0,2,4,5,92,80,91,88
21,F,H,2,3,6,1,2,4,4,U,4,3,1,1,0,1,3,4,93,99,92,90
18,F,D,3,2,1,2,3,5,3,U,5,4,1,0,0,0,5,5,94,100,93,92
20,F,D,2,1,7,0,1,3,3,U,5,5,1,1,0,0,5,4,95,88,94,91
22,F,D,0,2,1,1,2,4,5,U,3,2,1,0,0,0,4,4,96,89,95,91
21,F,D,1,3,5,2,0,3,3,U,5,3,1,0,0,1,5,5,97,81,96,89
19,M,D,0,1,3,0,1,4,3,U,3,3,1,1,0,0,3,3,98,95,97,93
18,M,H,3,3,4,1,4,5,4,U,4,5,1,0,0,0,3,5,99,93,98,94
20,F,D,2,2,0,2,0,4,3,U,4,2,1,1,1,2,5,3,100,94,99,96
21,M,H,2,0,1,1,4,5,4,U,3,3,1,0,0,0,3,5,75,82,100,92
22,M,H,0,2,6,2,3,3,4,U,2,2,1,1,0,2,5,3,76,98,88,93
19,M,D,1,3,7,1,2,3,3,U,3,2,1,0,0,1,5,4,77,84,89,88
20,M,D,1,1,3,1,4,4,4,U,4,5,1,1,0,1,5,3,78,86,90,89
18,F,D,3,3,7,2,1,5,5,U,4,3,1,0,0,2,4,3,79,97,91,93
21,M,D,0,1,0,2,1,3,3,U,5,4,1,1,0,0,4,5,80,92,92,90
22,M,D,3,3,2,2,3,5,5,U,4,2,1,0,0,2,4,5,81,83,93,88
20,F,D,1,3,1,0,2,4,3,U,4,3,1,0,1,1,3,5,82,90,94,90
19,M,H,2,1,5,1,0,4,4,R,2,4,1,1,0,2,5,5,83,89,95,92
18,M,D,1,1,4,2,3,5,4,U,4,2,1,1,0,1,4,3,84,96,96,93
21,F,H,0,0,2,1,4,5,4,U,3,3,1,1,0,2,5,4,85,91,97,94
22,M,D,3,3,3,1,0,4,3,U,3,4,1,0,0,2,5,4,86,85,98,93
20,F,H,0,3,6,1,2,3,5,U,2,3,1,0,0,0,5,3,87,99,99,95
19,F,D,2,0,5,1,4,3,5,U,4,4,1,1,0,2,4,4,88,94,100,93
18,M,H,3,1,7,2,3,5,5,U,4,4,1,1,0,1,5,5,89,85,88,87
21,F,D,1,2,1,2,2,5,4,U,2,3,1,0,0,0,3,3,90,91,89,88
20,F,H,2,3,3,1,1,4,4,U,5,5,1,0,0,0,5,3,91,92,90,89
22,F,D,0,2,6,2,3,4,4,U,2,3,1,1,0,2,3,3,92,98,91,94
19,F,H,3,1,5,2,4,5,3,U,5,2,1,1,0,1,5,3,93,90,92,90
18,M,D,1,2,0,2,0,3,3,U,3,4,1,1,0,2,3,4,94,86,93,89
21,F,D,3,0,2,2,2,5,4,U,4,2,1,0,0,0,4,4,95,84,94,90
20,M,D,1,2,1,1,1,3,5,U,3,2,1,0,0,1,4,5,96,97,95,94
22,M,D,0,0,3,0,4,4,5,U,4,5,1,1,0,2,5,3,97,83,96,90
19,F,D,1,2,7,1,1,3,4,U,4,3,1,0,0,0,4,3,98,100,97,95
18,F,D,0,0,0,0,3,5,4,U,4,2,1,0,0,0,3,3,99,81,98,89
22,F,D,2,2,2,2,0,5,3,U,2,2,1,1,0,2,4,4,100,95,99,95
21,M,D,1,0,6,2,4,5,3,U,4,4,1,1,0,2,4,4,75,88,100,88
20,M,H,2,1,4,1,2,3,4,U,4,3,1,0,0,0,5,4,76,82,88,83
19,M,D,3,3,1,0,1,4,4,U,2,5,1,1,0,1,5,3,77,93,89,90
18,M,H,2,1,3,2,3,3,3,U,5,2,1,0,0,0,4,5,78,96,90,92
21,F,H,1,0,5,2,2,5,3,U,4,2,1,1,0,0,3,5,79,99,91,95
22,F,D,0,2,7,1,0,3,5,U,2,4,1,0,0,1,4,5,80,90,92,90
20,M,H,1,3,0,1,3,4,3,U,5,2,1,0,0,2,3,4,81,82,93,85
19,F,D,3,3,1,0,4,4,4,U,5,2,1,1,0,2,4,5,82,91,94,92
18,M,D,0,0,2,1,0,5,3,U,4,4,1,1,0,1,5,5,83,93,95,91
22,M,D,2,1,5,0,4,5,3,U,4,3,1,1,0,0,4,3,84,97,96,93
21,F,H,3,0,6,0,1,4,4,U,4,2,1,0,0,2,5,4,85,84,97,94
20,M,D,2,3,0,0,2,4,5,U,5,5,1,1,0,1,4,5,86,95,98,94
19,M,D,0,3,4,1,1,4,4,U,4,3,1,1,0,0,5,4,87,86,99,95
18,F,H,3,3,2,0,0,3,4,U,4,2,1,0,0,1,5,4,88,80,100,93
21,M,H,0,1,3,2,2,3,4,U,4,2,1,0,0,2,3,3,89,99,88,94
22,M,D,1,3,6,1,0,4,5,U,4,3,1,0,0,0,3,3,90,100,89,92
20,F,D,1,1,7,1,1,5,4,U,4,3,1,1,0,2,4,3,91,87,90,89
19,M,D,3,2,4,0,2,4,3,U,5,2,1,1,0,1,4,3,92,94,91,90
18,M,D,2,0,0,2,1,3,5,U,2,4,1,0,0,0,4,5,93,89,92,89
21,F,D,0,1,5,1,1,5,4,U,3,2,1,0,0,1,4,5,94,83,93,90
22,M,H,1,1,1,2,0,3,4,U,5,5,1,1,0,1,5,3,95,96,94,92
20,M,D,2,2,7,2,3,4,5,U,4,2,1,1,0,1,4,5,96,88,95,93
19,M,D,3,1,3,2,2,4,5,U,2,3,1,0,0,2,4,3,97,90,96,92
18,F,D,0,0,4,2,1,5,3,U,3,4,1,1,0,0,3,5,98,95,97,94
21,F,D,1,1,5,0,3,3,3,U,4,3,1,1,0,2,5,3,99,97,98,95
20,F,D,0,2,4,0,1,5,3,U,4,5,1,0,0,2,4,4,100,92,99,96
22,F,D,3,0,6,1,3,3,4,U,3,2,1,1,0,2,4,5,75,81,100,87
19,M,D,2,2,7,2,2,4,4,U,5,4,1,1,0,1,5,4,76,85,97,92
18,F,H,0,0,3,1,3,5,3,U,4,2,1,0,0,1,3,3,77,98,98,93
21,F,D,1,0,4,0,4,5,4,U,5,5,1,1,0,0,3,5,78,82,99,89
